timestamp,web_server_mode,client_mode,num_clients,packets_per_client,payload_bytes,interval_ms,client_id,sent,received,loss_percent,avg_rtt_ms,jitter_ms,throughput_bps
2025-12-12T19:51:17.570346,single,single,1,10,256,50,0,10,10,0.00,298.431,176.127,5950.52
2025-12-12T19:51:17.570346,single,single,1,10,256,50,ALL,10,10,0.00,298.431,176.127,5944.86
